ValueID,Value,Unit,Currency,year,Currency.xe,Code,usd_per_unit
1235,32013.9,GBP/ha,British Pound,2008,British Pound,GBP,1.963299261
1236,#REF!,GBP/ha,British Pound,2008,British Pound,GBP,1.963299261
1367,18010000,GBP,British Pound,2007,British Pound,GBP,1.976636682
1380,17.08051898,GBP/ha/yr,British Pound,2007,British Pound,GBP,1.976636682
1381,12.00252685,GBP/ha/yr,British Pound,2007,British Pound,GBP,1.976636682
1382,4.130424219,GBP/ha/yr,British Pound,2007,British Pound,GBP,1.976636682
536,18528.57143,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
537,472.7142857,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
538,88861.58886,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
1283,369450,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
1284,5100,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
1285,21660,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
1286,21700,DJF/ha/yr,Djibouti Franc,1998,Djiboutian Franc,NA,0.005813953
519,1166.690514,ERN/ha/yr,Eritrean nakfa,1998,Eritrean Nakfa,NA,0.10526316
520,103.372973,ERN/ha/yr,Eritrean nakfa,1998,Eritrean Nakfa,NA,0.10526316
521,3600,ERN/ha/yr,Eritrean nakfa,1998,Eritrean Nakfa,NA,0.10526316
1280,3.459459459,ERN/ha/yr,Eritrean nakfa,1998,Eritrean Nakfa,NA,0.10526316
1281,760.1464147,ERN/ha/yr,Eritrean nakfa,1998,Eritrean Nakfa,NA,0.10526316
1282,46.6,ERN/ha/yr,Eritrean nakfa,1998,Eritrean Nakfa,NA,0.10526316
1437,184.37,USD/ha/yr,Euro,1992,Euro,NA,1.31268
329,383000,ITL/ha/yr,Italian Lira,1997,Italian Lira,NA,0.000572895
810,179,NGN/ha/yr,Nigerian Naira,1991,Nigerian Naira,NA,0.083472454
811,21,NGN/ha/yr,Nigerian Naira,1991,Nigerian Naira,NA,0.083472454
1360,17552000,SVC,El Salvador Colon,1998,Salvadoran Colon,NA,0.1149425
1361,1581119000,SVC,El Salvador Colon,1998,Salvadoran Colon,NA,0.1149425
530,4030000,UGX/ha/yr,Uganda Shilling,1998,Ugandan Shilling,NA,0.000707764
531,1110000,UGX/ha/yr,Uganda Shilling,1998,Ugandan Shilling,NA,0.000707764
532,2720000,UGX/ha/yr,Uganda Shilling,1998,Ugandan Shilling,NA,0.000707764
533,2500000,UGX/ha/yr,Uganda Shilling,1998,Ugandan Shilling,NA,0.000707764
534,1100000,UGX/ha/yr,Uganda Shilling,1998,Ugandan Shilling,NA,0.000707764
1369,5565.217391,ATS/ha/yr,Austrian Schilling,1996,Ugandan Shilling,NA,0.000707764
1370,329.25,ATS/person/yr,Austrian Schilling,1996,Ugandan Shilling,NA,0.000707764
